INFO  00:00:02,782 | james.smtpserver | Id='1938319552' User='' Connection established from 127.0.0.1
INFO  00:04:29,577 | james.smtpserver | Id='1071664662' User='' Successfully spooled mail Mail1493330669575-9918bb84-0871-4c45-a8fc-f20541fde426 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:04:29,581 | james.smtpserver | Id='1071664662' User='' Connection closed for 127.0.0.1
INFO  00:04:39,645 | james.smtpserver | Id='242063919' User='' Connection established from 127.0.0.1
INFO  00:04:39,666 | james.smtpserver | Id='242063919' User='' Successfully spooled mail Mail1493330679663-948d19b2-b0c7-4170-bac9-be70c02919ac from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:04:39,670 | james.smtpserver | Id='242063919' User='' Connection closed for 127.0.0.1
INFO  00:04:49,732 | james.smtpserver | Id='202166832' User='' Connection established from 127.0.0.1
INFO  00:04:49,783 | james.smtpserver | Id='202166832' User='' Successfully spooled mail Mail1493330689780-6747b2a1-b67d-4a72-92f0-ebd5b209a9b0 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:04:49,787 | james.smtpserver | Id='202166832' User='' Connection closed for 127.0.0.1
INFO  00:04:59,853 | james.smtpserver | Id='379892829' User='' Connection established from 127.0.0.1
INFO  00:04:59,880 | james.smtpserver | Id='379892829' User='' Successfully spooled mail Mail1493330699877-df1efddf-3d29-4559-b4ed-76ad57b6aa5b from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:04:59,886 | james.smtpserver | Id='379892829' User='' Connection closed for 127.0.0.1
INFO  00:05:09,945 | james.smtpserver | Id='1083789328' User='' Connection established from 127.0.0.1
INFO  00:05:09,968 | james.smtpserver | Id='1083789328' User='' Successfully spooled mail Mail1493330709966-9ef322c4-9e63-4cf4-a07f-0d8d4801d044 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:05:09,971 | james.smtpserver | Id='1083789328' User='' Connection closed for 127.0.0.1
INFO  00:05:20,036 | james.smtpserver | Id='1347770477' User='' Connection established from 127.0.0.1
INFO  00:05:20,063 | james.smtpserver | Id='1347770477' User='' Successfully spooled mail Mail1493330720060-a50e7b49-a71f-4552-9628-1f4e2de526d8 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:05:20,068 | james.smtpserver | Id='1347770477' User='' Connection closed for 127.0.0.1
INFO  00:05:30,131 | james.smtpserver | Id='78104380' User='' Connection established from 127.0.0.1
INFO  00:05:30,156 | james.smtpserver | Id='78104380' User='' Successfully spooled mail Mail1493330730154-aaa8f0ff-d69b-496f-bb03-b9baf517565a from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:05:30,160 | james.smtpserver | Id='78104380' User='' Connection closed for 127.0.0.1
INFO  00:05:40,231 | james.smtpserver | Id='498627329' User='' Connection established from 127.0.0.1
INFO  00:05:40,258 | james.smtpserver | Id='498627329' User='' Successfully spooled mail Mail1493330740254-e16e01ea-a3e9-416f-8ecf-6266169c5521 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:05:40,264 | james.smtpserver | Id='498627329' User='' Connection closed for 127.0.0.1
INFO  00:05:50,342 | james.smtpserver | Id='167759283' User='' Connection established from 127.0.0.1
INFO  00:05:50,368 | james.smtpserver | Id='167759283' User='' Successfully spooled mail Mail1493330750366-d022f030-0687-4634-977d-fd2a2ed8075c from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:05:50,372 | james.smtpserver | Id='167759283' User='' Connection closed for 127.0.0.1
INFO  00:06:00,437 | james.smtpserver | Id='383385261' User='' Connection established from 127.0.0.1
INFO  00:06:00,463 | james.smtpserver | Id='383385261' User='' Successfully spooled mail Mail1493330760460-996c8be8-4822-408b-9ebc-636f72c4565f from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:06:00,466 | james.smtpserver | Id='383385261' User='' Connection closed for 127.0.0.1
INFO  00:06:10,530 | james.smtpserver | Id='161055590' User='' Connection established from 127.0.0.1
INFO  00:06:10,550 | james.smtpserver | Id='161055590' User='' Successfully spooled mail Mail1493330770548-8fe325ab-a91b-49b9-84c1-b63a0836ed1a from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:06:10,557 | james.smtpserver | Id='161055590' User='' Connection closed for 127.0.0.1
INFO  00:06:20,648 | james.smtpserver | Id='626573836' User='' Connection established from 127.0.0.1
INFO  00:06:20,680 | james.smtpserver | Id='626573836' User='' Successfully spooled mail Mail1493330780673-9bd81aa6-2343-40c8-b9c4-f3ff8fc6c022 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:06:20,686 | james.smtpserver | Id='626573836' User='' Connection closed for 127.0.0.1
INFO  00:06:30,757 | james.smtpserver | Id='2082829602' User='' Connection established from 127.0.0.1
INFO  00:06:30,786 | james.smtpserver | Id='2082829602' User='' Successfully spooled mail Mail1493330790783-092fd9eb-7de7-4ce6-a4c7-1f59424b38e4 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:06:30,795 | james.smtpserver | Id='2082829602' User='' Connection closed for 127.0.0.1
INFO  00:06:40,842 | james.smtpserver | Id='134867625' User='' Connection established from 127.0.0.1
INFO  00:06:40,867 | james.smtpserver | Id='134867625' User='' Successfully spooled mail Mail1493330800864-ff6c8b3a-705d-42fd-ba70-0278b63e1a4f from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:06:40,872 | james.smtpserver | Id='134867625' User='' Connection closed for 127.0.0.1
INFO  00:06:50,934 | james.smtpserver | Id='1954898260' User='' Connection established from 127.0.0.1
INFO  00:06:50,966 | james.smtpserver | Id='1954898260' User='' Successfully spooled mail Mail1493330810963-a2df6507-e97e-4165-9801-ec44d42d066c from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:06:50,984 | james.smtpserver | Id='1954898260' User='' Connection closed for 127.0.0.1
INFO  00:07:01,040 | james.smtpserver | Id='1210862687' User='' Connection established from 127.0.0.1
INFO  00:07:01,077 | james.smtpserver | Id='1210862687' User='' Successfully spooled mail Mail1493330821070-1259ec1d-d869-4acc-a811-0cd6001e0410 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:07:01,081 | james.smtpserver | Id='1210862687' User='' Connection closed for 127.0.0.1
INFO  00:07:11,136 | james.smtpserver | Id='1075210627' User='' Connection established from 127.0.0.1
INFO  00:07:11,160 | james.smtpserver | Id='1075210627' User='' Successfully spooled mail Mail1493330831156-f6992243-c705-4178-8ff5-9928d251eed1 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:07:11,167 | james.smtpserver | Id='1075210627' User='' Connection closed for 127.0.0.1
INFO  00:07:21,220 | james.smtpserver | Id='1483344954' User='' Connection established from 127.0.0.1
INFO  00:07:21,246 | james.smtpserver | Id='1483344954' User='' Successfully spooled mail Mail1493330841244-6d4702eb-e468-4d9f-baf9-d0a9d23c3a93 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:07:21,249 | james.smtpserver | Id='1483344954' User='' Connection closed for 127.0.0.1
INFO  00:07:31,309 | james.smtpserver | Id='84711211' User='' Connection established from 127.0.0.1
INFO  00:07:31,334 | james.smtpserver | Id='84711211' User='' Successfully spooled mail Mail1493330851331-a8923336-911a-455a-8760-4072634aa4c2 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:07:31,338 | james.smtpserver | Id='84711211' User='' Connection closed for 127.0.0.1
INFO  00:07:41,396 | james.smtpserver | Id='146862620' User='' Connection established from 127.0.0.1
INFO  00:07:41,421 | james.smtpserver | Id='146862620' User='' Successfully spooled mail Mail1493330861419-d671d9e7-69ec-4197-8804-05a0e3d74449 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:07:41,427 | james.smtpserver | Id='146862620' User='' Connection closed for 127.0.0.1
INFO  00:07:51,483 | james.smtpserver | Id='846916818' User='' Connection established from 127.0.0.1
INFO  00:07:51,509 | james.smtpserver | Id='846916818' User='' Successfully spooled mail Mail1493330871506-3d0cb86b-82bd-45de-bc45-a28eea14213b from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:07:51,513 | james.smtpserver | Id='846916818' User='' Connection closed for 127.0.0.1
INFO  00:08:01,571 | james.smtpserver | Id='609285285' User='' Connection established from 127.0.0.1
INFO  00:08:01,605 | james.smtpserver | Id='609285285' User='' Successfully spooled mail Mail1493330881599-064ebf14-1a56-4278-bb7b-dd2b98ef2972 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:08:01,611 | james.smtpserver | Id='609285285' User='' Connection closed for 127.0.0.1
INFO  00:08:11,662 | james.smtpserver | Id='1715656881' User='' Connection established from 127.0.0.1
INFO  00:08:11,686 | james.smtpserver | Id='1715656881' User='' Successfully spooled mail Mail1493330891684-487b2693-3a84-4cf1-93d7-1378f6d3e8bf from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:08:11,694 | james.smtpserver | Id='1715656881' User='' Connection closed for 127.0.0.1
INFO  00:08:21,754 | james.smtpserver | Id='324208937' User='' Connection established from 127.0.0.1
INFO  00:08:21,782 | james.smtpserver | Id='324208937' User='' Successfully spooled mail Mail1493330901779-4c33b5a5-717c-4199-a3f9-84cd50a8d619 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:08:21,787 | james.smtpserver | Id='324208937' User='' Connection closed for 127.0.0.1
INFO  00:08:31,846 | james.smtpserver | Id='1031947660' User='' Connection established from 127.0.0.1
INFO  00:08:31,872 | james.smtpserver | Id='1031947660' User='' Successfully spooled mail Mail1493330911869-feee8592-874a-4ec3-9d4b-5d98f81fc170 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:08:31,880 | james.smtpserver | Id='1031947660' User='' Connection closed for 127.0.0.1
INFO  00:08:41,932 | james.smtpserver | Id='800951479' User='' Connection established from 127.0.0.1
INFO  00:08:41,958 | james.smtpserver | Id='800951479' User='' Successfully spooled mail Mail1493330921955-72241571-056f-4089-ac73-9d0f706037a6 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:08:41,962 | james.smtpserver | Id='800951479' User='' Connection closed for 127.0.0.1
INFO  00:08:52,018 | james.smtpserver | Id='1643557863' User='' Connection established from 127.0.0.1
INFO  00:08:52,046 | james.smtpserver | Id='1643557863' User='' Successfully spooled mail Mail1493330932043-1acd554f-8103-4b28-8878-dfb28235a41d from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:08:52,049 | james.smtpserver | Id='1643557863' User='' Connection closed for 127.0.0.1
INFO  00:09:02,105 | james.smtpserver | Id='1620697699' User='' Connection established from 127.0.0.1
INFO  00:09:02,129 | james.smtpserver | Id='1620697699' User='' Successfully spooled mail Mail1493330942127-40db8840-1e00-4716-a06c-76d712272d33 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:09:02,132 | james.smtpserver | Id='1620697699' User='' Connection closed for 127.0.0.1
INFO  00:09:12,187 | james.smtpserver | Id='1135105103' User='' Connection established from 127.0.0.1
INFO  00:09:12,210 | james.smtpserver | Id='1135105103' User='' Successfully spooled mail Mail1493330952207-c4ca075d-647c-404e-aec4-c0d946418635 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:09:12,213 | james.smtpserver | Id='1135105103' User='' Connection closed for 127.0.0.1
INFO  00:09:22,265 | james.smtpserver | Id='1600716320' User='' Connection established from 127.0.0.1
INFO  00:09:22,290 | james.smtpserver | Id='1600716320' User='' Successfully spooled mail Mail1493330962288-f77ae05a-593c-4aff-a1a7-74f1d21181fa from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:09:22,296 | james.smtpserver | Id='1600716320' User='' Connection closed for 127.0.0.1
INFO  00:09:32,353 | james.smtpserver | Id='1684685039' User='' Connection established from 127.0.0.1
INFO  00:09:32,377 | james.smtpserver | Id='1684685039' User='' Successfully spooled mail Mail1493330972374-e3a01c2b-d71e-446d-9c32-48e41b82719b from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:09:32,380 | james.smtpserver | Id='1684685039' User='' Connection closed for 127.0.0.1
INFO  00:09:42,440 | james.smtpserver | Id='1614769291' User='' Connection established from 127.0.0.1
INFO  00:09:42,468 | james.smtpserver | Id='1614769291' User='' Successfully spooled mail Mail1493330982462-51d324cf-80db-4b78-be19-a00b18d5e897 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:09:42,471 | james.smtpserver | Id='1614769291' User='' Connection closed for 127.0.0.1
INFO  00:09:52,529 | james.smtpserver | Id='943353437' User='' Connection established from 127.0.0.1
INFO  00:09:52,553 | james.smtpserver | Id='943353437' User='' Successfully spooled mail Mail1493330992551-349180a8-50da-4326-a596-f1e544e16fff from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:09:52,557 | james.smtpserver | Id='943353437' User='' Connection closed for 127.0.0.1
INFO  00:10:02,619 | james.smtpserver | Id='728635558' User='' Connection established from 127.0.0.1
INFO  00:10:02,647 | james.smtpserver | Id='728635558' User='' Successfully spooled mail Mail1493331002643-138ed9df-9384-4d6c-9914-9191eea10b4f from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  00:10:02,667 | james.smtpserver | Id='728635558' User='' Connection closed for 127.0.0.1
INFO  00:10:12,730 | james.smtpserver | Id='1207562071' User='' Connection established from 127.0.0.1
INFO  00:10:12,762 | james.smtpserver | Id='1207562071' User='' Successfully spooled mail Mail1493331012756-c8ef8f89-8bb5-4477-8223-736e000453e4 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
