INFO  11:10:06,007 | james.mailprocessor | Matcher All instantiated.
INFO  11:10:10,762 | james.mailspooler | org.apache.james.mailetcontainer.impl.JamesMailSpooler init...
INFO  11:10:10,763 | james.mailspooler | org.apache.james.mailetcontainer.impl.JamesMailSpooler uses 20 Thread(s)
INFO  11:10:10,772 | james.mailspooler | Run org.apache.james.mailetcontainer.impl.JamesMailSpooler: dequeuer-1
INFO  11:10:10,779 | james.mailspooler | Queue=MailQueue:spool
INFO  11:10:10,779 | james.mailspooler | Run org.apache.james.mailetcontainer.impl.JamesMailSpooler: dequeuer-2
INFO  11:10:10,807 | james.mailspooler | Queue=MailQueue:spool
INFO  11:10:24,154 | james.mailetcontext | Local delivered mail Mail1493457022916-1c534781-c095-421e-8bd1-efa6e5a88fdd sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:10:44,638 | james.mailetcontext | Local delivered mail Mail1493457044201-53a5674a-9407-4ad0-ab04-54e32db8dc9f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:10:54,781 | james.mailetcontext | Local delivered mail Mail1493457054572-d677dc97-9c52-42f9-aaf1-358679e54a88 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:11:04,993 | james.mailetcontext | Local delivered mail Mail1493457064808-0fccdc44-d98a-4c86-b6d9-f00ea4015fb6 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:11:15,096 | james.mailetcontext | Local delivered mail Mail1493457074967-36fa281d-a73b-48a8-a5fa-0924b0574711 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:11:25,238 | james.mailetcontext | Local delivered mail Mail1493457085095-cab2c8a4-a6a4-4ec0-822d-a5f2034ae47b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:11:35,408 | james.mailetcontext | Local delivered mail Mail1493457095224-a5fdf8a1-4901-409d-9c27-55a2bfdfd777 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:11:45,484 | james.mailetcontext | Local delivered mail Mail1493457105357-acc9ae7c-96ef-4558-9287-e3e3b34dde76 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:11:55,972 | james.mailetcontext | Local delivered mail Mail1493457115546-102e31f6-074b-4958-aae3-2d8e7bea61e4 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:12:05,817 | james.mailetcontext | Local delivered mail Mail1493457125665-fca619bf-c4d9-4c44-9f5a-d5085aeda2f3 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:12:16,002 | james.mailetcontext | Local delivered mail Mail1493457135789-a1f2f040-6f2b-4e34-a2a3-b301fc0426c1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:12:26,082 | james.mailetcontext | Local delivered mail Mail1493457145895-196778db-8ade-4416-87c8-58c481aec28d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:12:36,148 | james.mailetcontext | Local delivered mail Mail1493457156016-f93cf49f-6320-4f23-a32d-f603d977f1ab sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:12:46,246 | james.mailetcontext | Local delivered mail Mail1493457166130-cc65fdd8-e6e9-457f-96b3-ca8e44086c67 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:13:09,763 | james.mailetcontext | Local delivered mail Mail1493457189623-8a992466-d935-492e-b1cb-3b10a8cb3b20 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:13:19,918 | james.mailetcontext | Local delivered mail Mail1493457199802-5bb7c6fd-5c90-49b7-9b2b-15421983ef0f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:13:30,102 | james.mailetcontext | Local delivered mail Mail1493457209902-94dab069-9c21-48f3-bb4a-fe98d9b65711 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:13:40,168 | james.mailetcontext | Local delivered mail Mail1493457220023-c37dcbe3-f7da-48e3-a71b-6ab7c3d24831 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:13:50,263 | james.mailetcontext | Local delivered mail Mail1493457230141-35ca75db-527f-4ea6-8238-d6728679b47b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:00,369 | james.mailetcontext | Local delivered mail Mail1493457240242-294e5b0b-f219-4b0c-8c20-bd5af19c9835 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:10,486 | james.mailetcontext | Local delivered mail Mail1493457250360-7e659007-479c-42e4-a3b9-e584afea40fc sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:20,699 | james.mailetcontext | Local delivered mail Mail1493457260542-592236af-cdd5-4fa4-8801-7e5ce2d627e1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:30,780 | james.mailetcontext | Local delivered mail Mail1493457270640-e5dc45e6-cc46-4dc2-ba73-c7131f6a52af sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:40,905 | james.mailetcontext | Local delivered mail Mail1493457280797-86ea751e-fee8-40ec-a9b1-cf3c06b04ee5 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:55,991 | james.mailetcontext | Local delivered mail Mail1493457295874-96f0c786-1a6e-47e8-b5f1-d300ad793016 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:15:18,269 | james.mailetcontext | Local delivered mail Mail1493457318147-abc46864-520c-40fc-bcfd-2e064a32da80 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:15:28,342 | james.mailetcontext | Local delivered mail Mail1493457328230-f5f4f149-d2b5-4388-976f-fd6aee97d2ca sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:15:38,396 | james.mailetcontext | Local delivered mail Mail1493457338322-7b711c4f-22bd-4f0c-b8a2-92fdf10a8c38 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:15:48,587 | james.mailetcontext | Local delivered mail Mail1493457348440-9ec08092-c5fd-462a-828b-7b875b16c193 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:15:58,605 | james.mailetcontext | Local delivered mail Mail1493457358523-f5fc814b-4e58-452f-8eab-be35ec81a144 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:16:08,774 | james.mailetcontext | Local delivered mail Mail1493457368640-fd3b0244-84e9-4d99-9e8e-0a4631d82fd2 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:16:18,907 | james.mailetcontext | Local delivered mail Mail1493457378790-aeb683b5-311c-43fe-a548-273ebeceb9fc sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:16:28,982 | james.mailetcontext | Local delivered mail Mail1493457388896-8446a65c-c02c-4cab-acda-55f7d12a2eb2 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:16:39,152 | james.mailetcontext | Local delivered mail Mail1493457399048-257f9112-6db4-4078-bfca-e280260b9bca sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:16:49,291 | james.mailetcontext | Local delivered mail Mail1493457409192-69245629-4598-4d84-b1a5-3ca2e8a2d4c7 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:16:59,434 | james.mailetcontext | Local delivered mail Mail1493457419308-2ae27ed9-b8c2-42ff-9d1f-8534fa53d03c sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:17:09,486 | james.mailetcontext | Local delivered mail Mail1493457429396-bc5f4b8d-68bf-4ef3-9646-98ed5e752fac sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:17:19,614 | james.mailetcontext | Local delivered mail Mail1493457439515-e4b62736-9fc2-413c-9147-b18c67a6fad8 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:17:29,720 | james.mailetcontext | Local delivered mail Mail1493457449627-162b6f82-c027-4e0f-ba62-da2faf30f855 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:17:39,807 | james.mailetcontext | Local delivered mail Mail1493457459711-af800ff0-297d-4906-8604-df5b6eb7ace9 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:17:49,924 | james.mailetcontext | Local delivered mail Mail1493457469813-058c6a5c-01e0-414e-bf5d-16d576e5ba3c sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:17:59,987 | james.mailetcontext | Local delivered mail Mail1493457479895-36aba451-119a-44f5-9e17-81f054aa762f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:18:10,085 | james.mailetcontext | Local delivered mail Mail1493457489974-c64f4658-ee61-430f-8fef-7c813f7d9df8 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:18:20,176 | james.mailetcontext | Local delivered mail Mail1493457500066-383a3e65-0b0d-4299-9269-54467774ff39 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:18:30,278 | james.mailetcontext | Local delivered mail Mail1493457510142-c87586cc-d68a-4188-8a6e-cbf7053faf24 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:18:40,314 | james.mailetcontext | Local delivered mail Mail1493457520216-c5b0167d-731e-4fde-a344-2643bd16b371 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:18:50,386 | james.mailetcontext | Local delivered mail Mail1493457530300-bcc73dda-40a3-400f-b8d0-7a678367bb44 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:19:00,482 | james.mailetcontext | Local delivered mail Mail1493457540392-c06bcdf9-def2-46f8-a31a-b56d6794e68c sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:19:10,543 | james.mailetcontext | Local delivered mail Mail1493457550474-9993c240-5e8e-4e4d-bc02-7129b1e9b677 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:19:20,660 | james.mailetcontext | Local delivered mail Mail1493457560552-80203db7-a4ea-46ab-8efd-6239b9ad784d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:19:30,724 | james.mailetcontext | Local delivered mail Mail1493457570642-56e8b81c-d06c-4555-9789-c29a5831f96a sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:19:40,930 | james.mailetcontext | Local delivered mail Mail1493457580762-edde9958-4b46-47bf-af6c-ef4d60930ed1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:19:50,946 | james.mailetcontext | Local delivered mail Mail1493457590858-d797ab45-fb37-4469-b76c-4cf75930e186 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:20:01,125 | james.mailetcontext | Local delivered mail Mail1493457601029-49aa8074-7c48-48dd-aa9e-89823452d8d0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:20:11,205 | james.mailetcontext | Local delivered mail Mail1493457611108-d3871675-fad1-4c7a-96b0-f86bb21c8b78 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:20:21,282 | james.mailetcontext | Local delivered mail Mail1493457621199-3eb673ea-a348-447c-9278-daa128a89f6d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:20:31,385 | james.mailetcontext | Local delivered mail Mail1493457631278-89b018ae-4de4-4a8b-9b7f-3b3a2a580817 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:20:41,457 | james.mailetcontext | Local delivered mail Mail1493457641365-c82fe43a-764a-428c-943f-1f467e369139 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:20:51,539 | james.mailetcontext | Local delivered mail Mail1493457651451-1737a81e-7592-4f8a-8f4d-efbe5845fbee sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:21:01,656 | james.mailetcontext | Local delivered mail Mail1493457661546-bb65623b-b34c-4ca2-a2df-6137a3a2fb34 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:21:11,924 | james.mailetcontext | Local delivered mail Mail1493457671716-2fba98ec-9dc2-4d4f-8ac8-74731ff7e49d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:21:22,068 | james.mailetcontext | Local delivered mail Mail1493457681969-2e6718f7-5cf4-43b4-86bb-50aa8f85a575 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:21:32,189 | james.mailetcontext | Local delivered mail Mail1493457692092-50de5578-e447-4202-bb36-850c8376c8d3 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:21:42,276 | james.mailetcontext | Local delivered mail Mail1493457702182-630ac30b-0a23-4d0a-8f11-3e2a521d1fa7 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:21:52,355 | james.mailetcontext | Local delivered mail Mail1493457712273-455982ed-a0a8-4077-8a08-d682ca73ba51 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:22:02,470 | james.mailetcontext | Local delivered mail Mail1493457722375-a858ac84-c104-4a42-b8ff-73a190d5cc18 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:22:12,548 | james.mailetcontext | Local delivered mail Mail1493457732464-00510833-537e-4ae4-bf5f-2dbff5625c0b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:22:22,621 | james.mailetcontext | Local delivered mail Mail1493457742550-abe60de2-f3f9-49bd-98ab-6554ef8fd809 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:22:32,763 | james.mailetcontext | Local delivered mail Mail1493457752652-57abcab8-242b-4508-9252-88ca3623e2c4 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:22:42,977 | james.mailetcontext | Local delivered mail Mail1493457762752-4a15e828-b3ae-4e25-b85b-7b0b4005c8a0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:22:53,023 | james.mailetcontext | Local delivered mail Mail1493457772871-792aa1ea-6f83-48e8-ba63-d0302f30d04a sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:23:03,087 | james.mailetcontext | Local delivered mail Mail1493457782974-7f4a9b82-2085-4e86-aff3-301e08949669 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:23:13,163 | james.mailetcontext | Local delivered mail Mail1493457793056-406e7a74-14a9-48de-8302-02bdc817e1af sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:23:23,216 | james.mailetcontext | Local delivered mail Mail1493457803131-2eecf9e7-6da4-4296-aba5-46b80dc03889 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:23:33,294 | james.mailetcontext | Local delivered mail Mail1493457813210-b7c437f9-3107-42c6-8842-24c02bddc2f8 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:23:43,346 | james.mailetcontext | Local delivered mail Mail1493457823286-e42e55a8-5cca-4922-9979-66f81c9fe034 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:23:53,466 | james.mailetcontext | Local delivered mail Mail1493457833372-5dc5d6b2-99d2-4a94-8fc3-4f1a0349e966 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:24:03,565 | james.mailetcontext | Local delivered mail Mail1493457843475-2c902950-366b-4ba1-875f-0869598890be sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:24:13,728 | james.mailetcontext | Local delivered mail Mail1493457853565-ddbb8de6-eebc-4f9b-811c-904f09d5583b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:24:23,738 | james.mailetcontext | Local delivered mail Mail1493457863657-2fb13dd7-ed0f-4932-b55b-5c4d88aa2293 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:24:33,864 | james.mailetcontext | Local delivered mail Mail1493457873762-6f98ca20-9a96-48ec-affc-f0468ecdfb3f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:24:43,912 | james.mailetcontext | Local delivered mail Mail1493457883837-4a2a4271-4eab-4c70-99e9-884b7372daf2 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:24:54,054 | james.mailetcontext | Local delivered mail Mail1493457893974-e96dbffc-3bef-4e95-b1c4-80e6c28651bb sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:25:04,151 | james.mailetcontext | Local delivered mail Mail1493457904061-e4ed9b24-bc2c-4da7-9450-1c4a9adff79a sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:25:14,225 | james.mailetcontext | Local delivered mail Mail1493457914128-0b040cbf-904c-4436-a1d1-186d27f6a388 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:25:24,279 | james.mailetcontext | Local delivered mail Mail1493457924209-521e60b9-4c69-44c3-9c34-a4243875986d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:25:34,348 | james.mailetcontext | Local delivered mail Mail1493457934277-0ef7ff72-77bb-43d6-a5e6-984bf1878761 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:25:44,452 | james.mailetcontext | Local delivered mail Mail1493457944379-bbb33f6c-e040-44fb-98d6-2bc445c64444 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:25:54,506 | james.mailetcontext | Local delivered mail Mail1493457954447-a89046c2-72a9-425c-91c1-50fc4c587c89 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:26:04,632 | james.mailetcontext | Local delivered mail Mail1493457964542-bf38ea2e-ce04-4f4c-95bb-64a76374f9e4 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:26:14,685 | james.mailetcontext | Local delivered mail Mail1493457974612-c6c5f825-0c3a-41cf-9243-37ac3ae46a37 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:26:24,765 | james.mailetcontext | Local delivered mail Mail1493457984693-a2d6a981-35ac-41e1-8daf-d1650c9b3cf0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:26:35,003 | james.mailetcontext | Local delivered mail Mail1493457994916-c72b6fd1-7ece-48d5-98e5-d6809f490322 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:26:45,114 | james.mailetcontext | Local delivered mail Mail1493458004993-33b0516a-c7bf-4792-8e0a-723793088220 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:26:55,127 | james.mailetcontext | Local delivered mail Mail1493458015068-5f8b9197-31a9-4ffc-b3e3-ee45572c4230 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:27:05,210 | james.mailetcontext | Local delivered mail Mail1493458025133-2eb7eb53-0fe2-4c26-97fa-6a4db938be23 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:27:15,286 | james.mailetcontext | Local delivered mail Mail1493458035214-f4f636c0-b121-4034-8228-920bcf547596 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:27:25,356 | james.mailetcontext | Local delivered mail Mail1493458045282-cf82f573-2298-4979-9d6c-d3a382262551 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:27:35,430 | james.mailetcontext | Local delivered mail Mail1493458055347-127335a4-84d5-4561-856f-6b2548c935aa sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:27:45,523 | james.mailetcontext | Local delivered mail Mail1493458065428-b1a701ed-5ec4-499e-b7a2-edd9212eb9e8 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:27:55,558 | james.mailetcontext | Local delivered mail Mail1493458075498-f8d51554-4955-4b7b-afb0-2b65de813e1b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:28:05,612 | james.mailetcontext | Local delivered mail Mail1493458085560-3d97a124-628b-454e-8e13-b2261b0e7d86 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:28:15,743 | james.mailetcontext | Local delivered mail Mail1493458095656-2363bd96-5343-4317-ab39-cbae98874cfd sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:28:25,850 | james.mailetcontext | Local delivered mail Mail1493458105745-2131b4a7-03f5-4227-bdb4-de5fb8cb188c sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:28:35,891 | james.mailetcontext | Local delivered mail Mail1493458115817-c0882eba-c0de-48c6-b648-e0f9a56057ce sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:28:45,984 | james.mailetcontext | Local delivered mail Mail1493458125901-fdbf2062-a039-4f85-a57c-8d05dc8ccfc9 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:28:56,066 | james.mailetcontext | Local delivered mail Mail1493458135978-c1e656f0-b19a-4ccc-a1fe-ee54a4c9d8ed sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:29:06,124 | james.mailetcontext | Local delivered mail Mail1493458146048-900e2cbe-c52e-45b0-804f-c198435b7d32 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:29:16,185 | james.mailetcontext | Local delivered mail Mail1493458156125-3385006f-daa8-4993-b2ac-9bb336e9b40b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
