INFO  12:07:44,258 | james.smtpserver | Id='1833769228' User='' Successfully spooled mail Mail1493460464253-ebe27c1f-4319-4420-a648-06dfed78a55b from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:07:44,266 | james.smtpserver | Id='1833769228' User='' Connection closed for 127.0.0.1
INFO  12:07:44,283 | james.imapserver | ID=1577490430 Connection established from 127.0.0.1
INFO  12:07:44,344 | james.mailetcontext | Local delivered mail Mail1493460464253-ebe27c1f-4319-4420-a648-06dfed78a55b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:07:54,266 | james.imapserver | ID=1577490430 Connection closed for 127.0.0.1
INFO  12:07:54,272 | james.imapserver | ID=1714958843 Connection established from 127.0.0.1
INFO  12:07:54,301 | james.imapserver | ID=1714958843 Connection closed for 127.0.0.1
INFO  12:07:54,311 | james.smtpserver | Id='1903436426' User='' Connection established from 127.0.0.1
INFO  12:07:54,328 | james.smtpserver | Id='1903436426' User='' Successfully spooled mail Mail1493460474326-9261ebb8-4983-44c0-80be-ba52f4478d81 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:07:54,331 | james.smtpserver | Id='1903436426' User='' Connection closed for 127.0.0.1
INFO  12:07:54,340 | james.imapserver | ID=731198263 Connection established from 127.0.0.1
INFO  12:07:54,394 | james.mailetcontext | Local delivered mail Mail1493460474326-9261ebb8-4983-44c0-80be-ba52f4478d81 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:04,333 | james.imapserver | ID=731198263 Connection closed for 127.0.0.1
INFO  12:08:04,336 | james.imapserver | ID=628623682 Connection established from 127.0.0.1
INFO  12:08:04,364 | james.imapserver | ID=628623682 Connection closed for 127.0.0.1
INFO  12:08:04,372 | james.smtpserver | Id='2060768399' User='' Connection established from 127.0.0.1
INFO  12:08:04,389 | james.smtpserver | Id='2060768399' User='' Successfully spooled mail Mail1493460484386-0627779b-6272-40a9-992f-1d1ab8b79bb7 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:08:04,391 | james.smtpserver | Id='2060768399' User='' Connection closed for 127.0.0.1
INFO  12:08:04,403 | james.imapserver | ID=1365950462 Connection established from 127.0.0.1
INFO  12:08:04,442 | james.mailetcontext | Local delivered mail Mail1493460484386-0627779b-6272-40a9-992f-1d1ab8b79bb7 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:14,393 | james.imapserver | ID=1365950462 Connection closed for 127.0.0.1
INFO  12:08:14,397 | james.imapserver | ID=1949135621 Connection established from 127.0.0.1
INFO  12:08:14,430 | james.imapserver | ID=1949135621 Connection closed for 127.0.0.1
INFO  12:08:14,439 | james.smtpserver | Id='914487023' User='' Connection established from 127.0.0.1
INFO  12:08:14,459 | james.smtpserver | Id='914487023' User='' Successfully spooled mail Mail1493460494456-76e7e294-99c4-424d-9464-d236c0e13ae1 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:08:14,462 | james.smtpserver | Id='914487023' User='' Connection closed for 127.0.0.1
INFO  12:08:14,469 | james.imapserver | ID=45846552 Connection established from 127.0.0.1
INFO  12:08:14,505 | james.mailetcontext | Local delivered mail Mail1493460494456-76e7e294-99c4-424d-9464-d236c0e13ae1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:24,465 | james.imapserver | ID=45846552 Connection closed for 127.0.0.1
INFO  12:08:24,470 | james.imapserver | ID=1593548056 Connection established from 127.0.0.1
INFO  12:08:24,499 | james.imapserver | ID=1593548056 Connection closed for 127.0.0.1
INFO  12:08:24,507 | james.smtpserver | Id='874478269' User='' Connection established from 127.0.0.1
INFO  12:08:24,528 | james.smtpserver | Id='874478269' User='' Successfully spooled mail Mail1493460504525-5a44f1fc-5ca8-4ae1-971d-40a38a66c802 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:08:24,531 | james.smtpserver | Id='874478269' User='' Connection closed for 127.0.0.1
INFO  12:08:24,539 | james.imapserver | ID=1421029251 Connection established from 127.0.0.1
INFO  12:08:24,573 | james.mailetcontext | Local delivered mail Mail1493460504525-5a44f1fc-5ca8-4ae1-971d-40a38a66c802 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:34,533 | james.imapserver | ID=1421029251 Connection closed for 127.0.0.1
INFO  12:08:34,538 | james.imapserver | ID=484600297 Connection established from 127.0.0.1
INFO  12:08:34,581 | james.imapserver | ID=484600297 Connection closed for 127.0.0.1
INFO  12:08:34,592 | james.smtpserver | Id='1678690398' User='' Connection established from 127.0.0.1
INFO  12:08:34,610 | james.smtpserver | Id='1678690398' User='' Successfully spooled mail Mail1493460514606-222047f7-96da-4745-acc5-855a419cd146 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:08:34,615 | james.smtpserver | Id='1678690398' User='' Connection closed for 127.0.0.1
INFO  12:08:34,628 | james.imapserver | ID=1772269833 Connection established from 127.0.0.1
INFO  12:08:34,660 | james.mailetcontext | Local delivered mail Mail1493460514606-222047f7-96da-4745-acc5-855a419cd146 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:44,617 | james.imapserver | ID=1772269833 Connection closed for 127.0.0.1
INFO  12:08:44,622 | james.imapserver | ID=1633110509 Connection established from 127.0.0.1
INFO  12:08:44,650 | james.imapserver | ID=1633110509 Connection closed for 127.0.0.1
INFO  12:08:44,658 | james.smtpserver | Id='1578175009' User='' Connection established from 127.0.0.1
INFO  12:08:44,677 | james.smtpserver | Id='1578175009' User='' Successfully spooled mail Mail1493460524675-37367ed6-7c41-4763-aa82-abe2e7cc8290 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:08:44,680 | james.smtpserver | Id='1578175009' User='' Connection closed for 127.0.0.1
INFO  12:08:44,693 | james.imapserver | ID=1005507324 Connection established from 127.0.0.1
INFO  12:08:44,730 | james.mailetcontext | Local delivered mail Mail1493460524675-37367ed6-7c41-4763-aa82-abe2e7cc8290 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:08:54,682 | james.imapserver | ID=1005507324 Connection closed for 127.0.0.1
INFO  12:08:54,686 | james.imapserver | ID=551539141 Connection established from 127.0.0.1
INFO  12:08:54,714 | james.imapserver | ID=551539141 Connection closed for 127.0.0.1
INFO  12:08:54,722 | james.smtpserver | Id='449063434' User='' Connection established from 127.0.0.1
INFO  12:08:54,737 | james.smtpserver | Id='449063434' User='' Successfully spooled mail Mail1493460534734-04861706-54d8-4ade-b6c6-50cb91892f27 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:08:54,741 | james.smtpserver | Id='449063434' User='' Connection closed for 127.0.0.1
INFO  12:08:54,749 | james.imapserver | ID=1788587215 Connection established from 127.0.0.1
INFO  12:08:54,789 | james.mailetcontext | Local delivered mail Mail1493460534734-04861706-54d8-4ade-b6c6-50cb91892f27 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:04,743 | james.imapserver | ID=1788587215 Connection closed for 127.0.0.1
INFO  12:09:04,746 | james.imapserver | ID=674203449 Connection established from 127.0.0.1
INFO  12:09:04,775 | james.imapserver | ID=674203449 Connection closed for 127.0.0.1
INFO  12:09:04,784 | james.smtpserver | Id='2138332097' User='' Connection established from 127.0.0.1
INFO  12:09:04,798 | james.smtpserver | Id='2138332097' User='' Successfully spooled mail Mail1493460544796-9cfca6d8-f9ab-49a8-8e60-d11d509c8279 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:09:04,801 | james.smtpserver | Id='2138332097' User='' Connection closed for 127.0.0.1
INFO  12:09:04,813 | james.imapserver | ID=1192089240 Connection established from 127.0.0.1
INFO  12:09:04,849 | james.mailetcontext | Local delivered mail Mail1493460544796-9cfca6d8-f9ab-49a8-8e60-d11d509c8279 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:14,803 | james.imapserver | ID=1192089240 Connection closed for 127.0.0.1
INFO  12:09:14,806 | james.imapserver | ID=1679197805 Connection established from 127.0.0.1
INFO  12:09:14,834 | james.imapserver | ID=1679197805 Connection closed for 127.0.0.1
INFO  12:09:14,842 | james.smtpserver | Id='518056110' User='' Connection established from 127.0.0.1
INFO  12:09:14,858 | james.smtpserver | Id='518056110' User='' Successfully spooled mail Mail1493460554856-57095291-df53-4fb1-9195-5b612b4bc2ae from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:09:14,861 | james.smtpserver | Id='518056110' User='' Connection closed for 127.0.0.1
INFO  12:09:14,867 | james.imapserver | ID=42091185 Connection established from 127.0.0.1
INFO  12:09:14,907 | james.mailetcontext | Local delivered mail Mail1493460554856-57095291-df53-4fb1-9195-5b612b4bc2ae sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:24,863 | james.imapserver | ID=42091185 Connection closed for 127.0.0.1
INFO  12:09:24,867 | james.imapserver | ID=1149064755 Connection established from 127.0.0.1
INFO  12:09:24,896 | james.imapserver | ID=1149064755 Connection closed for 127.0.0.1
INFO  12:09:24,904 | james.smtpserver | Id='2049638057' User='' Connection established from 127.0.0.1
INFO  12:09:24,919 | james.smtpserver | Id='2049638057' User='' Successfully spooled mail Mail1493460564916-275e631e-1e7e-44e8-8ab2-aeae953a95af from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:09:24,921 | james.smtpserver | Id='2049638057' User='' Connection closed for 127.0.0.1
INFO  12:09:24,928 | james.imapserver | ID=1754713240 Connection established from 127.0.0.1
INFO  12:09:24,967 | james.mailetcontext | Local delivered mail Mail1493460564916-275e631e-1e7e-44e8-8ab2-aeae953a95af sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:34,924 | james.imapserver | ID=1754713240 Connection closed for 127.0.0.1
INFO  12:09:34,927 | james.imapserver | ID=374678103 Connection established from 127.0.0.1
INFO  12:09:34,955 | james.imapserver | ID=374678103 Connection closed for 127.0.0.1
INFO  12:09:34,962 | james.smtpserver | Id='1050095346' User='' Connection established from 127.0.0.1
INFO  12:09:34,975 | james.smtpserver | Id='1050095346' User='' Successfully spooled mail Mail1493460574973-28576adf-ab51-4abb-b1df-2e375ae61c7b from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:09:34,978 | james.smtpserver | Id='1050095346' User='' Connection closed for 127.0.0.1
INFO  12:09:34,986 | james.imapserver | ID=1013691062 Connection established from 127.0.0.1
INFO  12:09:35,021 | james.mailetcontext | Local delivered mail Mail1493460574973-28576adf-ab51-4abb-b1df-2e375ae61c7b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:44,980 | james.imapserver | ID=1013691062 Connection closed for 127.0.0.1
INFO  12:09:44,984 | james.imapserver | ID=35173041 Connection established from 127.0.0.1
INFO  12:09:45,015 | james.imapserver | ID=35173041 Connection closed for 127.0.0.1
INFO  12:09:45,023 | james.smtpserver | Id='1550425679' User='' Connection established from 127.0.0.1
INFO  12:09:45,043 | james.smtpserver | Id='1550425679' User='' Successfully spooled mail Mail1493460585041-c4fa2766-54ad-4876-8f5d-6aa3c4e5296f from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:09:45,047 | james.smtpserver | Id='1550425679' User='' Connection closed for 127.0.0.1
INFO  12:09:45,053 | james.imapserver | ID=1000051180 Connection established from 127.0.0.1
INFO  12:09:45,091 | james.mailetcontext | Local delivered mail Mail1493460585041-c4fa2766-54ad-4876-8f5d-6aa3c4e5296f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:09:55,048 | james.imapserver | ID=1000051180 Connection closed for 127.0.0.1
INFO  12:09:55,052 | james.imapserver | ID=1112108812 Connection established from 127.0.0.1
INFO  12:09:55,082 | james.imapserver | ID=1112108812 Connection closed for 127.0.0.1
INFO  12:09:55,090 | james.smtpserver | Id='610517712' User='' Connection established from 127.0.0.1
INFO  12:09:55,106 | james.smtpserver | Id='610517712' User='' Successfully spooled mail Mail1493460595102-180d0b23-221b-42bb-b229-151f4ad0c13f from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:09:55,109 | james.smtpserver | Id='610517712' User='' Connection closed for 127.0.0.1
INFO  12:09:55,115 | james.imapserver | ID=1551341334 Connection established from 127.0.0.1
INFO  12:09:55,150 | james.mailetcontext | Local delivered mail Mail1493460595102-180d0b23-221b-42bb-b229-151f4ad0c13f sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:05,111 | james.imapserver | ID=1551341334 Connection closed for 127.0.0.1
INFO  12:10:05,114 | james.imapserver | ID=1318455481 Connection established from 127.0.0.1
INFO  12:10:05,143 | james.imapserver | ID=1318455481 Connection closed for 127.0.0.1
INFO  12:10:05,152 | james.smtpserver | Id='437656484' User='' Connection established from 127.0.0.1
INFO  12:10:05,168 | james.smtpserver | Id='437656484' User='' Successfully spooled mail Mail1493460605166-82e6f288-302a-4498-bae3-cc6a2c1e1dad from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:10:05,170 | james.smtpserver | Id='437656484' User='' Connection closed for 127.0.0.1
INFO  12:10:05,178 | james.imapserver | ID=915333448 Connection established from 127.0.0.1
INFO  12:10:05,211 | james.mailetcontext | Local delivered mail Mail1493460605166-82e6f288-302a-4498-bae3-cc6a2c1e1dad sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:15,173 | james.imapserver | ID=915333448 Connection closed for 127.0.0.1
INFO  12:10:15,177 | james.imapserver | ID=2118741733 Connection established from 127.0.0.1
INFO  12:10:15,205 | james.imapserver | ID=2118741733 Connection closed for 127.0.0.1
INFO  12:10:15,214 | james.smtpserver | Id='656250826' User='' Connection established from 127.0.0.1
INFO  12:10:15,233 | james.smtpserver | Id='656250826' User='' Successfully spooled mail Mail1493460615231-f34eb591-c950-41d0-a28b-64facd792a47 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:10:15,240 | james.smtpserver | Id='656250826' User='' Connection closed for 127.0.0.1
INFO  12:10:15,253 | james.imapserver | ID=1643026198 Connection established from 127.0.0.1
INFO  12:10:15,291 | james.mailetcontext | Local delivered mail Mail1493460615231-f34eb591-c950-41d0-a28b-64facd792a47 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:25,240 | james.imapserver | ID=1643026198 Connection closed for 127.0.0.1
INFO  12:10:25,243 | james.imapserver | ID=2010029613 Connection established from 127.0.0.1
INFO  12:10:25,288 | james.imapserver | ID=2010029613 Connection closed for 127.0.0.1
INFO  12:10:25,297 | james.smtpserver | Id='1824181028' User='' Connection established from 127.0.0.1
INFO  12:10:25,312 | james.smtpserver | Id='1824181028' User='' Successfully spooled mail Mail1493460625309-b71474f7-f92e-4acf-bb8e-17b1b71a45ff from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:10:25,315 | james.smtpserver | Id='1824181028' User='' Connection closed for 127.0.0.1
INFO  12:10:25,323 | james.imapserver | ID=527178428 Connection established from 127.0.0.1
INFO  12:10:25,360 | james.mailetcontext | Local delivered mail Mail1493460625309-b71474f7-f92e-4acf-bb8e-17b1b71a45ff sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:35,316 | james.imapserver | ID=527178428 Connection closed for 127.0.0.1
INFO  12:10:35,320 | james.imapserver | ID=1896788804 Connection established from 127.0.0.1
INFO  12:10:35,349 | james.imapserver | ID=1896788804 Connection closed for 127.0.0.1
INFO  12:10:35,357 | james.smtpserver | Id='790085872' User='' Connection established from 127.0.0.1
INFO  12:10:35,374 | james.smtpserver | Id='790085872' User='' Successfully spooled mail Mail1493460635372-6171475b-e2df-4c75-b424-3aa5b830965a from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:10:35,376 | james.smtpserver | Id='790085872' User='' Connection closed for 127.0.0.1
INFO  12:10:35,385 | james.imapserver | ID=2134912337 Connection established from 127.0.0.1
INFO  12:10:35,420 | james.mailetcontext | Local delivered mail Mail1493460635372-6171475b-e2df-4c75-b424-3aa5b830965a sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:45,378 | james.imapserver | ID=2134912337 Connection closed for 127.0.0.1
INFO  12:10:45,382 | james.imapserver | ID=438672989 Connection established from 127.0.0.1
INFO  12:10:45,409 | james.imapserver | ID=438672989 Connection closed for 127.0.0.1
INFO  12:10:45,417 | james.smtpserver | Id='168929431' User='' Connection established from 127.0.0.1
INFO  12:10:45,434 | james.smtpserver | Id='168929431' User='' Successfully spooled mail Mail1493460645432-a240fa4c-d5bf-43af-ad5d-4c1a96c7bfd0 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:10:45,436 | james.smtpserver | Id='168929431' User='' Connection closed for 127.0.0.1
INFO  12:10:45,446 | james.imapserver | ID=1463039888 Connection established from 127.0.0.1
INFO  12:10:45,495 | james.mailetcontext | Local delivered mail Mail1493460645432-a240fa4c-d5bf-43af-ad5d-4c1a96c7bfd0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:10:55,438 | james.imapserver | ID=1463039888 Connection closed for 127.0.0.1
INFO  12:10:55,442 | james.imapserver | ID=1400905175 Connection established from 127.0.0.1
INFO  12:10:55,472 | james.imapserver | ID=1400905175 Connection closed for 127.0.0.1
INFO  12:10:55,479 | james.smtpserver | Id='45477721' User='' Connection established from 127.0.0.1
INFO  12:10:55,493 | james.smtpserver | Id='45477721' User='' Successfully spooled mail Mail1493460655491-4577e012-43ce-499c-af21-5a5f8d623b9d from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:10:55,496 | james.smtpserver | Id='45477721' User='' Connection closed for 127.0.0.1
INFO  12:10:55,504 | james.imapserver | ID=156782673 Connection established from 127.0.0.1
INFO  12:10:55,537 | james.mailetcontext | Local delivered mail Mail1493460655491-4577e012-43ce-499c-af21-5a5f8d623b9d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:05,497 | james.imapserver | ID=156782673 Connection closed for 127.0.0.1
INFO  12:11:05,501 | james.imapserver | ID=846120386 Connection established from 127.0.0.1
INFO  12:11:05,528 | james.imapserver | ID=846120386 Connection closed for 127.0.0.1
INFO  12:11:05,535 | james.smtpserver | Id='1894314112' User='' Connection established from 127.0.0.1
INFO  12:11:05,549 | james.smtpserver | Id='1894314112' User='' Successfully spooled mail Mail1493460665547-ffe8fe9c-c502-4322-9fd4-5fb9b2ca92b9 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:11:05,551 | james.smtpserver | Id='1894314112' User='' Connection closed for 127.0.0.1
INFO  12:11:05,558 | james.imapserver | ID=898702372 Connection established from 127.0.0.1
INFO  12:11:05,596 | james.mailetcontext | Local delivered mail Mail1493460665547-ffe8fe9c-c502-4322-9fd4-5fb9b2ca92b9 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:15,555 | james.imapserver | ID=898702372 Connection closed for 127.0.0.1
INFO  12:11:15,561 | james.imapserver | ID=145458012 Connection established from 127.0.0.1
INFO  12:11:15,598 | james.imapserver | ID=145458012 Connection closed for 127.0.0.1
INFO  12:11:15,608 | james.smtpserver | Id='1810142185' User='' Connection established from 127.0.0.1
INFO  12:11:15,626 | james.smtpserver | Id='1810142185' User='' Successfully spooled mail Mail1493460675624-a0380e5a-c1d3-41e8-8fc8-1dd6eacb4645 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:11:15,629 | james.smtpserver | Id='1810142185' User='' Connection closed for 127.0.0.1
INFO  12:11:15,637 | james.imapserver | ID=1259581982 Connection established from 127.0.0.1
INFO  12:11:15,679 | james.mailetcontext | Local delivered mail Mail1493460675624-a0380e5a-c1d3-41e8-8fc8-1dd6eacb4645 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:25,631 | james.imapserver | ID=1259581982 Connection closed for 127.0.0.1
INFO  12:11:25,634 | james.imapserver | ID=731109404 Connection established from 127.0.0.1
INFO  12:11:25,664 | james.imapserver | ID=731109404 Connection closed for 127.0.0.1
INFO  12:11:25,671 | james.smtpserver | Id='2130232730' User='' Connection established from 127.0.0.1
INFO  12:11:25,686 | james.smtpserver | Id='2130232730' User='' Successfully spooled mail Mail1493460685684-10021eaa-5df9-4192-b1ac-0781ebf02054 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:11:25,689 | james.smtpserver | Id='2130232730' User='' Connection closed for 127.0.0.1
INFO  12:11:25,698 | james.imapserver | ID=2090813886 Connection established from 127.0.0.1
INFO  12:11:25,731 | james.mailetcontext | Local delivered mail Mail1493460685684-10021eaa-5df9-4192-b1ac-0781ebf02054 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:35,692 | james.imapserver | ID=2090813886 Connection closed for 127.0.0.1
INFO  12:11:35,695 | james.imapserver | ID=107908696 Connection established from 127.0.0.1
INFO  12:11:35,723 | james.imapserver | ID=107908696 Connection closed for 127.0.0.1
INFO  12:11:35,730 | james.smtpserver | Id='1143291017' User='' Connection established from 127.0.0.1
INFO  12:11:35,744 | james.smtpserver | Id='1143291017' User='' Successfully spooled mail Mail1493460695742-ed0d0a90-40b9-4dde-88db-f2bdb8295cc9 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:11:35,747 | james.smtpserver | Id='1143291017' User='' Connection closed for 127.0.0.1
INFO  12:11:35,753 | james.imapserver | ID=2128845050 Connection established from 127.0.0.1
INFO  12:11:35,794 | james.mailetcontext | Local delivered mail Mail1493460695742-ed0d0a90-40b9-4dde-88db-f2bdb8295cc9 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:45,749 | james.imapserver | ID=2128845050 Connection closed for 127.0.0.1
INFO  12:11:45,753 | james.imapserver | ID=2020171750 Connection established from 127.0.0.1
INFO  12:11:45,787 | james.imapserver | ID=2020171750 Connection closed for 127.0.0.1
INFO  12:11:45,794 | james.smtpserver | Id='792687126' User='' Connection established from 127.0.0.1
INFO  12:11:45,811 | james.smtpserver | Id='792687126' User='' Successfully spooled mail Mail1493460705809-8cc5750a-2883-4acc-b9f8-4b4d71f71fb5 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:11:45,814 | james.smtpserver | Id='792687126' User='' Connection closed for 127.0.0.1
INFO  12:11:45,822 | james.imapserver | ID=1572364153 Connection established from 127.0.0.1
INFO  12:11:45,860 | james.mailetcontext | Local delivered mail Mail1493460705809-8cc5750a-2883-4acc-b9f8-4b4d71f71fb5 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:11:55,816 | james.imapserver | ID=1572364153 Connection closed for 127.0.0.1
INFO  12:11:55,821 | james.imapserver | ID=1565281926 Connection established from 127.0.0.1
INFO  12:11:55,866 | james.imapserver | ID=1565281926 Connection closed for 127.0.0.1
INFO  12:11:55,875 | james.smtpserver | Id='1173061000' User='' Connection established from 127.0.0.1
INFO  12:11:55,896 | james.smtpserver | Id='1173061000' User='' Successfully spooled mail Mail1493460715891-c75cda04-ae9a-4ffe-b480-55cf642e4686 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:11:55,901 | james.smtpserver | Id='1173061000' User='' Connection closed for 127.0.0.1
INFO  12:11:55,910 | james.imapserver | ID=201410714 Connection established from 127.0.0.1
INFO  12:11:55,952 | james.mailetcontext | Local delivered mail Mail1493460715891-c75cda04-ae9a-4ffe-b480-55cf642e4686 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:12:05,902 | james.imapserver | ID=201410714 Connection closed for 127.0.0.1
INFO  12:12:05,907 | james.imapserver | ID=429104872 Connection established from 127.0.0.1
INFO  12:12:05,934 | james.imapserver | ID=429104872 Connection closed for 127.0.0.1
INFO  12:12:05,943 | james.smtpserver | Id='457371724' User='' Connection established from 127.0.0.1
INFO  12:12:05,959 | james.smtpserver | Id='457371724' User='' Successfully spooled mail Mail1493460725956-c3257eba-8060-4c31-a75b-16bbf1f29707 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  12:12:05,961 | james.smtpserver | Id='457371724' User='' Connection closed for 127.0.0.1
INFO  12:12:05,967 | james.imapserver | ID=1619171193 Connection established from 127.0.0.1
INFO  12:12:06,001 | james.mailetcontext | Local delivered mail Mail1493460725956-c3257eba-8060-4c31-a75b-16bbf1f29707 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  12:12:15,963 | james.imapserver | ID=1619171193 Connection closed for 127.0.0.1
INFO  12:12:15,967 | james.imapserver | ID=1695613903 Connection established from 127.0.0.1
INFO  12:12:15,998 | james.imapserver | ID=1695613903 Connection closed for 127.0.0.1
INFO  12:12:16,007 | james.smtpserver | Id='325173606' User='' Connection established from 127.0.0.1
